Q6P1D7	SLX4
O75582	p19::,Atg16A::,MITF::,LRRK2::,Atg32::,H1X.101::,bovine serum albumin::,Adad1::,httQ74::,GI::,PCDH7::,HSF1::,USP30::,ManII::,βH-spectrin::,Shi::,CD44::,BMP4::,CD31::,RAE::,Irf7::,VDAC3::,Slc27a5::,Aurora A::,DIS3L2::,NET1::,HIF-1::,CYLD::,SNAIL
A5YKK6	NOT1
66592	npc1::,Ref(2)P::,LC3B::,Atg16L1::,Vti1b::,eis::,ft::,red1::,SENP3::,PELP1::,InlK::,TAB3::,TAB2::,FEZ1::,Pex11::,LC8::,COII::,KFERQ::,Zwint‐1::,lamin B1::,SH3PX1::,CA VII::,EGF::,egl‐46::,ULK1::,secretagogin::,PRK4::,Aβ::,FasL::,Cx3cr1::,Ubi::,Rab39::,AMPKα1::,Phb2::,PrP::,nPTB::,KCNJ5::,TRA‐1‐81::,Got2::,Tie2::,albumin::,miR-203::,Cdh1::,TH::,Nurr1::,XRCC4::,MyD88::,CUL3::,caspase-3::,Nsmce2::,NCL::,Mapt::,PLCβ1::,UnaG::,DTX::,Lyzs::,OTUB1::,miR-10b::,ABCB8::,NAT10::,CDH1::,chm::,snR81::,ELF3::,MIR200A::,Lrig1::,CCL5::,mdi::,NB-3::,CD45::,Drp1::,RAB2A::,CD127::,AKT2::,CXCR5::,Beclin-1::,ODF2::,SOX9::,ABIN-1::,CERK1::,ins::,YAP::,Chs5
70445	EN
856647	npr2
Q6PDM2	VDR::,p19::,dDOR::,PI3KIII::,BID::,PELP1::,myosin-VI::,ROCK1::,Beclin1::,scramblase-3::,KSHV‐TK::,podocin::,ubr1::,HDAC1::,Shi::,ERN1::,Snc1::,ER::,gephyrin::,MCM2::,nMyc::,Pitrm1::,MCIDAS::,p16::,ATM::,Tead 1::,eIF4A::,Larp::,53BP1::,smooth muscle actin::,TRIF::,SEPT7::,miR-122::,Pou2af1::,USP19::,MBP::,MALT1::,Sept2::,G6PD::,Eng
P62898	cytochrome c::,cytochrome C::,Cytochrome c::,Cytochrome C::,CYTOCHROME C
24615	S100a4
16159	IL-12p35::,Il12a
20238	Sca1::,SCA1
F2YI09	nsP3
2768677	p53::,P53
Q04656	ATP7A
Q9R112	apg5::,Bcl‐2::,CHMP2B::,OPA1::,DRP1::,eat-2::,β6::,RagB::,Jumpy::,TIGAR::,FYCO1::,RILP::,LC3B::,GATE‐16::,cholera toxin::,dBruce::,Sqh::,Sqa::,PELP1::,TEX10::,NALP3::,BAX::,BI‐1::,TNFα::,TLR9::,OM45::,CYP27B1::,Atg16L1::,aminopeptidase I::,Epg5::,miR-212::,gba::,PrP::,Atg18::,RINT-1::,Fbxo7::,Defa6::,Atg8p::,Cx32::,Mfn::,pnp1::,spns1::,REST::,AR::,Atg19::,Dendra-tau::,IL-8::,TTR::,Bax::,centrin::,ApaI::,Id1::,Clc::,EMP1::,PHD3X::,WIPI2::,GGA3::,Mcm2::,α2::,Dusp5::,CD11b::,FXR::,GC‐A::,UBE2N::,THEMIS::,BTK::,STAMP2::,EN::,endosialin::,PKM2::,Myc::,LGR5::,Terc::,APC::,PR::,STELLA::,Rubicon::,LSD1::,SlpA::,GOT2::,Spi::,Abca1::,PCNA::,Asm::,survivin::,TP53INP1::,STRA6::,desmin::,TFEB::,AChRγ::,MURF2::,IFN-γ::,prb1::,γ-H2AX::,XRCC4::,H19::,tenascin-C::,CUL3::,p48::,CD31::,YAP::,E7::,swi6::,Siglec‐5::,Siglec‐7::,FMR1::,2d2::,FoxP3::,Tie1::,ERK5::,rgl::,GAL4::,RPA1::,DCC::,FoxA2::,xCT::,Beclin1::,Cas9::,LukD::,snR81::,Stat3::,PAPP-A2::,Dvl::,Yap1::,MAP-2::,Rnaseh2b::,Rac1::,MCU::,53BP1::,MCP::,mdi::,mGluR6::,SirT7::,SPOP::,Nap1::,Smad3::,miR150::,Dio2::,Ape1::,cdc48::,Dpm1::,Bcl6::,cycb1;1::,cycb1;2::,CDKA;1::,miR-449a::,JAM-A::,PBL27::,NTR::,IGFBP1::,junD::,ARSA::,METTL22::,nat4::,Gemc1::,Tbr2::,BCL10::,SYCP1::,IL-2Ra::,CCNA::,Chs6::,BCH2::,Alas2::,TRPML1
A0A0D5CP40	NS3
885903	eis::,Eis
Q61115	Ptch1::,PTCH1
Q06628	atg13::,ATG13::,Atg13
207|208	Akt::,AKT
21679	Tead4
Q4Q8Y5	MUP
11674|230163	Aldolase
P84022	Smad3
23603	CORO1C
Q5W7Q2	sialidase
P35829	SlpA
243078	RagA::,Atg16L1::,Hmgb1::,mei2::,BI‐1::,FIP200::,CA::,MIC1::,ACS1::,SQSTM1::,tal1::,IL-8::,Il2::,CDC14::,STAMP2::,APPβ::,Tgfbr2::,TGF-α::,NKG2D::,ral::,IFNγ::,Cdca5::,Sld7::,ATM::,AKAP1::,Cx3cr1::,FRMD6::,SEPT7::,Ugo1::,EGOT::,NSUN3::,DP1
50878	Stag3
325288	Olig2::,olig2
O60763	p115
207|208|10000	DAPk::,BAG3::,DAPK::,Rb::,spaghetti‐squash::,TFEB::,LC8::,VDR::,gba::,AKT::,PEX5::,Fbxo7::,Idp1::,DAPK1::,ferritin::,rpt‐3::,PRK5::,NTR1::,Dusp5::,SHP1::,amiA::,Igf1r::,Raver1::,san1::,Sec31A::,LSD1::,COUP-TFII::,GOT2::,miR‐125::,granzyme B::,TLR8::,F4/80::,diphtheria toxin::,TUJ1::,AMOTL2::,BRPF3::,CD61::,miR-515-5p::,Rad53::,mtSSB::,tamas::,GluA1::,RAB8a::,AKT1::,HuR::,USP19::,SMI32::,MET::,IκBα::,HUWE1::,AIFM1
Q96AV8	E2F7
Q9NZJ5	PERK
P70280	VAMP7::,Vamp7
Q9NRY6	PLS3
100314247	miR-212
P19109	p62
348	APOE::,ApoE::,Apoe
P13807|P54840	glycogen synthase::,GS
P31412	PtdIns 3‐kinase::,Aut7p::,Apg5p::,vps-34::,cyt c::,WDR18::,CD16::,MAD2::,gba::,lamin B1::,AGO2::,LC3β::,p22phox::,OFD1::,TDP43::,paxillin::,c‐Fos::,Phb2::,miR‐290::,LRP6::,ypt1-1::,Tnfa::,T2::,CASP11::,IL-18::,CLIP-170::,IFT20::,TLSs::,Ubc9::,Fus::,INVS::,FBH1::,AKT1::,STX3
94178	MCOLN1::,Mcoln1::,Trpml1::,ML1::,TRPML1
211323	Nix::,cytochrome::,atg36::,ATG16L1::,p22::,Sar1::,LGR5::,survivin::,TRA‐1‐81::,miR-210::,RAR::,PRB1::,MEK1::,PHD1::,strophin i::,TAZ::,Myh7::,CASP1::,NAT10::,PGC-1β::,p47::,Rnaseh2b::,53BP1::,G45b::,CAT-1::,FUS::,GSDMD::,KNL1::,H2AX::,c-Kit::,Eng
4693	nD-/
17874	AUT2::,Apg16p::,npc1::,Bcl‐2::,Bad::,α-amylase::,WIPI1::,ULK1::,DHPR::,htt::,Eis::,eis::,MRLC::,Sqa::,TAB2::,M45::,unc‐116::,Rap2b::,Ret::,daf-2::,PAT4::,MYPT1::,Discs large::,MyD88::,Ift88::,IFT20::,GSK-3β::,β‐catenin::,PP2A::,Atg34::,Miro::,WIPI2::,SPR-4::,REST::,CALM::,GRI::,EMP1::,Ctns::,Aβ::,noc::,Dup::,Dusp5::,USP45::,CtIP::,GP120::,Myd88::,NFATc2::,miR‐106b::,Dgcr8::,LDHA::,Calbindin::,CEACAM-6::,MDH2::,GOT2::,XBP-1::,MuRF1::,Pdk4::,TNF::,Ccnd1::,Snc1::,ypt1-1::,MYD88::,TLR9::,DEC::,Npc2::,C7::,p48::,MOB1::,YAP::,CD107a::,STARD7::,LRRC8D::,UnaG::,KLF4::,Ref(2)p::,cMyc::,Miz1::,Lyzs::,OTUB1::,Akt2::,VEGF-A::,Lti6B::,MKKK7::,pus1::,Stat3::,Tead 1::,FUNDC1::,FH::,Fus::,NB-3::,INVS::,NEMO::,giantin::,α11.2::,PAI-1::,miR-122::,GPAT4::,TUJ1::,caspase-1::,JAM-A::,DNGR-1::,gcg::,junD::,PKCδ::,HUWE1::,Tnf1::,Sec7::,Chs5::,GASZ::,Dln1::,Smc1β
4942	OAT
5453	POU3F1::,OCT6
9113	LATS1::,Lats1
P47876	Igfbp1::,IGFBP1
P0AEX9	MBP
9528	TMEM59
O00763|Q13085	ACC
P14136	GFAP
P38862|856576	Atg7::,ATG7::,atg7
9218	VAPA
40174	Rpn1
665	Nix::,Bnip3l::,bNIP3L::,NIX::,BNIP3L
Q9R0M6|Q8BHH2	rab9
Q9BY44	eIF2::,eIF2-a::,eIF-2a
Q676U5|Q8NAA4	Atg16::,ATG16
52679	E2F7
Q9JK66	parkin
20227	SART1
444528	H2A
Q5SPC5	hsc73::,Apg5p::,pep4::,Bcl‐2::,egl‐1::,Tsg101::,bec-1::,Atg4B::,Jumpy::,p38α::,DHR3::,LC3B::,drpr::,Atg16L1::,cholera toxin subunit B::,eis::,MCL‐1::,Sqa::,Atg8p::,wts::,mcp5+::,ura4::,MDN1::,SUMO::,Map1lc3b::,Becn1::,GRASP55::,BCN1::,TAB3::,RM45::,atg36::,LC8::,Pgk1::,ApeI::,MCU::,LRRK2::,ATG-9::,epg-6::,epg-7::,CREST::,IFN-γ::,let‐60::,epg‐5::,SNX18::,CA VII::,survivin::,CDK6::,ATG9L1::,Dynamin::,ATG16L1::,Atg14L1::,Glycogen synthases::,PP2A::,ERK2::,Beclin-1::,ATG16L::,Pex14::,OM45::,Bre5::,ATPsyn-α::,Miro::,Gla::,atg‐2::,lap::,Gzmb::,TAS3a::,secretagogin::,Bak::,STIL::,CPAP::,RBM14::,centrin-2::,NompA::,SEC13::,Aβ::,ApoE::,KSHV‐TK::,CD11b::,rpb9::,USP45::,Nanog::,NFATc2::,BTK::,pat1::,LGR5::,Msi1::,PTB::,hsp42::,βH-spectrin::,kibra::,FMRP::,Il6::,Asm::,ASM::,β1 integrin::,caspase-3::,Ang1::,TP53INP1::,ATG9B::,PCNA::,CCL2::,DDX17::,DDX3::,Coq9::,Snc1::,K-Ras::,EEA-1::,RpoE::,C7::,Bnp::,Acta1::,CUL3::,p48::,IgG2a::,YAP::,CORO1C::,Mapt::,UnaG::,CCM1::,AMOTL2::,GAL4::,ral::,BsaHI::,HDAC6::,JUNB::,PPP3CB::,p38γ::,Lyzs::,miR-10b::,HKII::,VEGF-A::,STAT2::,HlgA::,TRPV2::,McIdas::,mkkk7::,STAT5B::,sororin::,ATM::,CXCL10::,Rnaseh2b::,eIF4A::,mdi::,Tuj1::,Mdy2::,Ubp6::,AGO1::,db::,Lepr::,FNIP2::,ICP27::,miR-150::,ob::,Pli::,uPAR::,Ams1::,EGOT::,αSMA::,HuR::,Rab1a::,PD1::,Pou2af1::,PTPIP51::,GSK-3β::,GSDMD::,NSUN3::,cycb1;3::,cdkb1;2::,SOG1::,cycb1;1::,GSK3ß::,Ube1::,vps4::,DNGR-1::,H2AX::,SMA::,MET::,Chk2::,p21::,Cxcr4::,Cdh5::,nat4::,Gemc1::,Pfkfb3::,UBQLN1::,UBQLN4::,Sept7::,HUWE1::,Dln1::,GATA-1::,Alas2::,Yap1::,aurora A::,ATR
Q9VAW5	Larp::,larp
3784	APP::,Notch::,SipB::,daf-16::,Ref(2)P::,ACC::,LAMP2::,dRagC::,FYCO1::,Drpr::,cholera toxin::,PTKB::,caspase‐3::,InlK::,inlK::,BI‐1::,SCOC::,LC8::,TFEB::,p20::,LGG‐1::,gba::,CerS1::,LC3B::,SNX18::,LC3b::,GEMIN4::,Atrogin‐1::,WIPI-1::,WASH::,FYVE::,PLS3::,mlh-1::,CHK-1::,ach1::,Atg11::,Dcp-1::,Hsp60::,spns1::,WIPI2b::,WIPI2::,Atg19::,IRE1::,Bak::,centrin-2::,Rap1::,Twi1p::,CCA1::,Dusp5::,SHP1::,Yip1A::,NOD2::,Phb2::,Sec16B::,UVRAG::,Rag1::,light chain lambda::,SIRT3::,APOA1::,Endothelin-1::,PD-1::,α-SMA::,miR-200::,Ccnd1::,Coq9::,IFN-γ::,Park2::,Tnfrsf1a::,Kcnq1::,MFG-E8::,AID::,Nsmce2::,CCM3::,Vegfd::,YAP::,Hsp70::,claspin::,CD28::,CCM1::,VE-CADHERIN::,SMAD1::,abo1::,act1::,ral::,RPA2::,CD11b::,ATF6::,eIF2a::,Timp1::,REM2::,LGN::,chm::,WRKY29::,pus1::,FoxM1::,FIP3::,Igλ::,ERK1::,CX3CR1::,GADD45β::,FLCN::,RILP::,IRE1α::,Cdk1::,ClpP::,uPAR::,uPA::,VN::,Imp1::,IL-12::,Foxo1::,AKT3::,CAT-1::,DGA1::,Pou2af1::,HB9::,ERp57::,ABH1::,MAPKKK5::,HGF::,MET::,Cxcr4::,Flk1::,Ifnar1::,nat4::,Pfkfb3::,CARD14::,SYCP3::,Smc1β::,IL-2Rα::,ORP8::,TPO::,H2AX::,53BP1::,BSA::,ER::,Trpml1::,ptch2::,nkx2.2
852934	nqm1
820605	EIF4A1
P35419	TPO
179022	gfi‐1
855498	aut2Δ::,aut2::,aut2‐1::,AUT2::,Atg4
5611	DNAJC3::,P58IPK
Q80Z64	Nanog
Q64727	p27kip1::,TGN46::,RagC::,FYCO1::,MuRF‐1::,α‐SNAP::,dachs::,red1::,Red1::,PELP1::,Cdc11::,DPY‐23::,WAC::,Ret::,Bim::,Epg5::,ZK1053.4::,epg-6::,Ripk2::,AOX::,Beclin1::,Atg38::,EGF::,Atg19::,TLR4::,WIPI1a::,TDP43::,REST::,GRL1::,Atg34::,Dendra-tau::,RCAN1::,KSHV‐TK::,rpb1::,USP8::,CnA::,Nurr1::,TTN::,IL-17A::,sec12ts::,HI0629::,F4/80::,Pcbp4::,Tex11::,AREG::,Brf::,Rpp30::,spbc19c7.11::,fkh::,Pitrm1::,Cas9::,LukE::,TRPV2::,Mcm6::,Raptor::,mGluR2::,db::,β2AR::,STING::,IL-21R::,NSUN3::,cycb1;4::,FBW7α::,JAG1::,BAG6::,Cdk1::,TRPML1::,miR-10b::,SYCP3
P14739	UGI
Q9Y2L5	TRAPPC8
P32504	Ndc10
23192	Atg4B::,ATG4B
9183	ZW10::,Zw10
23411	SIRT1
B7VRL0	VS w
42297	nanos::,nos
20747	SPOP
6663	SOX10
P08559	PDH E1a::,PDHE1
855291	GAD1
2539108	nmt1
P27824	calnexin::,Calnexin::,CNX
3358	APG12::,HDAC6::,dBruce::,eis::,MRLC::,eNOS::,BCN1::,LRRK2::,PDH E2/E3bp::,GRI::,Ctns::,CDF1::,CG31935::,α‐factor::,Cacna2d2::,Tie2::,C7::,HSFA2::,CD22::,Lyzs::,Flk1::,IFT88::,GADD45β::,nap1::,Smad2::,DGA1::,cycb1;2::,igfbp2a::,Gdpd4
14913	GC‐A
P47069	Mps3
17309	Mgat3
P39968	Vac8
7431	Apg10p::,TNF::,eis::,MRLC::,vimentin::,E2::,inlK::,MurRF1::,BI‐1::,dBI‐1::,RagB::,PAT4::,PMP70::,CD40::,ACS1::,Aldh5a1::,spns1::,WIPI2::,Ape1::,BACE1::,IBA-1::,Il4::,UBE2D3::,Bax::,miR‐125::,GCN4::,SOD1::,Snc1::,Kcnq1::,NSMCE2::,Rpp30::,fdft1::,CSF1R::,hsfa2::,VIM::,eIF4A::,Vimentin::,munc18-1::,RILP::,Frs2::,IRE1α::,VN::,CXCR5::,junD::,ORP8::,eNOS
19712	REST
17191	Mbd2::,MBD2
D4A0Y6	Ki67::,KI67
79186	sst
50758	Fbxl17
Q9Y5X3	apg10::,CaM::,RagC::,epsin 1::,Cki1::,FYVE::,PH::,Atg19::,Dcp-1::,GL2::,AR::,PRK5::,TMPRSS2::,TRF2::,Sec24D::,NOD2::,Phb2::,NRPE1::,miR‐371::,Kcnq1::,Tsc22d1::,NPC2::,C7::,CD34::,vascular endothelial cadherin::,TBPH::,Lyzs::,CASP1::,STAT2::,HlgB::,ATPCL::,Axin-2::,p47::,Ubc9::,Rab34::,α11.2::,Ams1::,EGOT::,GSDMD::,FBW7α::,Gpr124::,SYCP3
56998	ICAT
Q9XYD3	hbl‐1::,HBL‐1
Q00534	CDK6
12048	Bcl‐XL::,Bcl-XL::,BCL‐XL::,Bcl-xL::,BCL-XL::,Bcl-xl
101	ADAM8
854950	cytochrome b2
12552412	LLO
23089	PEG10
Q15750|Q9NYJ8|Q8N5C8	TBD
5747|2185	FAK
Q8NDV7	TNRC6A
7405	UVRAG
Q9R210	TFEB
P23804	Mdm2::,MDM2
11601	RAR::,Atg4::,Atg4A::,HDAC6::,htt::,HMGB1::,MCUR1::,HEC1::,VAMP3::,cay1::,Cx3cr1::,Actinin::,NOD2::,Phb2::,Raver1::,BECN1::,Ttn::,TGF-β receptor II::,CUL3::,CD107a::,ERC2::,PLCβ1::,Ang-2::,Bmp6::,VEGF-A::,miR-515-5p::,Ku70::,Ki67::,Gli3::,CD63::,FBW7α::,DIS3L2::,bactin::,junD::,GEMC1::,MALT1::,IL-8::,RBM15
P43005	EAAC1
9423	PtdIns 3‐kinase::,Dcp-1::,p38IP::,LC3B::,htt::,Gal80::,Yki::,ura4::,BiP::,atg36::,HSP60::,Epg5::,LRRK2::,Ubqln4::,PAT4::,atg30::,miR-212::,Bax::,galectin3::,apn-1::,MIC1::,Beclin-1::,Aco2::,p22::,VPS35::,WASH1::,PCM1::,WIPI2::,F4/80::,atfs‐1::,MTM‐3::,Duox1::,DFCP1::,Spo0J::,HSF1::,GC‐G::,Ataxin‐3::,Oct4::,Yip1A::,EN::,MBD2::,Terc::,Wnt4::,EHD1::,CDC50A::,spr-5::,Expanded::,Crb::,PITX2::,FMRP::,BCR::,GPIIb::,sst1::,Acsf2::,AChRγ::,ACTC1::,Coq6::,ADCK3::,Coq9::,ypt1-1::,Snc1::,Trf1::,miR-511::,ice2::,ER::,Catnb::,PHD1::,B220::,Taz1::,Siglec‐14::,NCL::,LRRC8A::,Mapt::,gephyrin::,dystrophin::,LATS1::,SLFN11::,APX2::,Raf-1::,netrin-1::,Netrin-1::,Ctnnb1::,Lyzs::,OTUB1::,cytochromes c::,VEGF-A::,snR81::,ELF3::,sororin::,IFT80::,PTPσ::,INVS::,Ubp6::,GW182::,FNIP2::,WRNIP1::,FRS2::,Cdc25C::,Nuf2::,FUS::,CXCR5::,ERp57::,Tbk1::,hsa-let-7i::,β2-transferrin::,igf2a::,CASP9::,Esrra::,LRSAM1::,nat4::,HIF-1::,A20::,Chs5::,noggin::,Asf1A::,Shh
40221	CLC::,Clc
850768	Sic1
18821	npc1::,VmPE-1::,ULK1::,NAF‐1::,HMGB1::,RM45::,Rap2b::,53BP1::,XIAP::,Lon::,Dendra-tau::,GAL1::,Ki-67::,Leu::,STAMP2::,hsp42::,Nurr1::,rhodopsin::,Catnb::,swi6::,CTCF::,CD45::,Cx3cr1::,αSMA::,Plasminogen::,Ape1::,cycb1;1::,bactin::,H2AX::,Chk2::,EpoR::,EpCam::,miR-10b
P07992	ERCC1
Q687X5	STAMP2
P35749	MHC
P84029|P04657	Cyto C::,Cyto c
P91656	S6K::,S6k
Q64092	TFE3
O01803	RAB‐11
Q9Z0F8	lamp2a::,aut2‐1::,apg16::,retinoic acid receptor::,Atg4::,carboxypeptidase A::,Atg4A::,GATE‐16::,TLN::,Dcp-1::,DAPK::,TIGAR::,FYCO1::,NAF‐1::,FoxO3a::,htt::,Bnip3::,fkh::,Vti1b::,eis::,HD::,actA::,AR::,BI‐1::,unc‐104::,Pex11::,Bim::,ULK1::,Tom1::,Atg16L1::,Epg5::,SQST-1::,C17E4.2::,IL-18::,miR-132::,miR-212::,Mdm2::,CA VII::,survivin::,Discs large::,Atg18::,Uba1::,Mfn2::,transferrin::,poly‐ubiquitin::,msh-2::,PlcA::,p42::,MIC6::,Beclin-1::,Fzd6::,β‐catenin::,ACS2::,hNDP52::,mNDP52::,Pot1::,Rpl25::,phm8::,invG::,REST::,Atg34::,TFEB::,let‐363::,bec‐1::,Phsp‐60::,CALM::,Dendra-tau::,IL-2::,ddm1::,CRH::,Bax::,rap1::,LRRK2::,Rac1::,SOS1::,HRas::,Ctns::,Aβ::,CD102::,CrkL::,Dacapo::,Orc2::,NTR1::,Giw1p::,Dusp5::,TFRC::,FXR::,GC‐A::,GC‐G::,UBE2N::,USP30::,Dgcr8::,GRB2::,FimA::,TLR9::,TJP1::,NOD2::,Phb2::,pat1::,LGR5::,nPTB::,ST7::,ATP8A1::,Cacna1a::,Signr3::,SlpA::,P16::,PEG10::,Asm::,Smad6::,Pellino-1::,cyclin A2::,Snc1::,XRCC4::,CENP-F::,IFN-γ::,Kcnq1::,Ape1::,ice2::,CCL6::,DTA::,MLH1::,C7::,Apc::,Sema3C::,N8::,CAND1::,PHD3::,TGF-β1::,Sema3A::,NSMCE2::,Cd44::,GlyR-ß::,strophin a::,TUJ1::,ERC2::,PLCB1::,BIK1::,DTX::,CD11c::,Ang-2::,CD31::,Syt11::,ade6::,rgl::,sec15::,RPA2::,HSP18.2::,H3K27Ac::,DCLK1::,FRB::,MAPK13::,EFHA1::,OTUB1::,KRAS::,Wbp2::,VEGF-A::,CASP11::,C1qA::,NAT10::,Tbr2::,gTbr2::,LukE::,LukD::,LukF-PV::,E2F7::,Lpl::,pus7::,GSK3β::,FoxM1::,Stat3::,Ku70::,Rnaseh2b::,HIF-1α::,mdi::,Pmm2::,Fus::,choline acetyl transferase::,CtBP2::,NB-3::,Ptch1::,BDNF::,AGO1::,Albumin::,NEMO::,collagen 3A1::,db::,Ifnar1::,FNIP2::,GluA1::,Gli3::,SEPT7::,plasminogen::,uPA::,Ugo1::,Yah1::,Atg19::,S100a4::,Fstl1::,Rab1a::,Pou2af1::,CXCR5::,IL-6Rα::,Ifng::,CPAP::,CRT::,cdkb1;1::,CYCB1;1::,FBW7α::,SOX9::,Tf::,JAM-A::,Chm7::,NTR::,bactin::,Kap1::,junD::,GALC::,ß3-tubulin::,NAT4::,msn4::,Gpr124::,Smc1β::,REC8::,PMP70::,Sirt5::,SIRT5::,HUWE1::,Tgfb1::,CHS6::,Trpml1::,KV10.1::,nkx2.2a::,Prox1a
P35285	hac1::,Atg4A::,PS1::,APP::,p55::,pha-4::,rab-10::,BAG3::,SUMO‐3::,Atg4B::,TIGAR::,NAF‐1::,DHPR::,drpr::,SOD2::,Flotillin‐1::,DIC::,Mmi1::,WDR18::,ARL8B::,inlK::,BI‐1::,deg‐3::,Hla::,Bax::,ATG16L1::,SQST-1::,epg-7::,Beclin‐1::,nsP2::,gba::,XIAP::,GEMIN4::,let-7::,TGN46::,GlyS::,Fbxo7::,lysozyme::,Beclin-1::,HACE1::,β‐catenin::,mdx::,TDP43::,atg19::,lap::,FUNDC1::,ERdj3::,Bak::,STIL::,α-tubulin::,Cx3cr1::,CD102::,zyxin::,noc::,Spo0J::,Hsp82p::,Dusp5::,Rag2::,CD69::,PCDH1::,SPF1::,rpb1::,UBE2N::,NEDD4L::,NFATc2::,BTK::,NOD2::,Msi1::,PTB::,TfnR::,CDC50A::,PRMT5::,STELLA::,NRBF2::,kibra::,α-Spectrin::,ex::,FMR1::,CCR9::,Ccno::,car::,Ref(2)P::,Dgcr8::,GCN4::,ALDH1A1::,p24::,ACTB::,CCR2::,MyD88::,Smad6::,Peli1::,c-Myc::,Snc1::,sec12ts::,prb1::,ERT2::,DEC::,Tbr1::,Npc2::,IL-1β::,Rcan1::,CUL3::,casp3::,NRP1::,IgG2a::,YAP::,LATS1::,Cnp1::,Mapt::,Orb::,PTPRN2::,bak1::,BAK1::,DTX::,Ccm1::,MEK5::,GAL4::,ral::,sec8::,sec15::,SLFN11::,RPA2::,DCP1a::,NANOS2::,TBPH::,TRAPPC4::,MAVS::,MAPK12::,p38γ::,OTUB1::,Wbp2::,Flk1::,Plk4::,NAT10::,FoxJ1::,citrate synthase::,atpcl::,CLDN7::,Acetylcholinesterase::,F2r::,LIF::,ApoER2::,Pou5f1::,miR-515-5p::,BDNF::,Ku70::,Rnaseh2b::,Cdc45::,RanBP2::,eIF4A::,NB-3::,NeuN::,INVS::,SirT7::,53BP1::,Ubp6::,β2AR::,α11.2::,WRNIP1::,Smad3::,FGFR1::,c-Myb::,VN::,uPAR::,Trt1::,Ape1::,CXCL10::,PKR::,EGOT::,miR-122::,Aldolase::,Pgc1::,Pou2af1::,ERp57::,mitofusin-2::,MBP::,cycb1;4::,OTULIN::,NTR::,junD::,caspase-3::,CASP9::,Scl::,PolD3::,pnc1::,Gpr124::,Eno1::,ORP8::,ORP5::,lysosomal acid phosphatase::,R-spondin 1::,fft2
Q9EQU3	TLR9::,Tlr9
10984	KvDMR1
6901	TAZ::,Taz
339345	NANOS2::,Nanos2
383619	Aim2
Q05789	Atg38::,ATG38::,atg38
838883	GI::,gi-2
20997	T::,Brachyury::,t(
17716	Nd1
405860	igfbp7
