P39052	Dyn2
378796	caveolin-3::,Cav3
6175806	RyhB
P24268	cathepsin D::,Cathepsin D
Q969H0	FBW7α::,FBW7
Q10QA5	D14-
100760050	Filamin A
22152	Tubb3::,TUBB3
820	CAMP
P04628	Wnt1
Q8BGT5|Q8QZR5	aut7::,npc1::,F4/80::,sipD::,daf-2::,BCL‐2::,LC3::,Atro::,p24::,Atg16::,MCUR1::,DCP1A::,FAPP1::,ATPsyn-α::,mdx::,AGO6::,RBM14::,alanine aminotransferase::,ALT::,NTR1::,Phb2::,HGF::,GM130::,β1 integrin::,PD-1::,NF1::,Sec61::,Ctgf::,LacI::,Prp5::,p150::,Frs2::,Apoe::,HuR::,C9orf72::,Pgc1::,mapkkk5::,pdx1::,DP1::,CD34::,HUWE1::,DAPK1::,CXCR2::,YAP::,CD68
17215	Mcm3
O54949	NLK
P53702	HCCS
402974	Pitx3
P51666	Nr4a1
3480	Igf1r::,IGF1R
5184537	Cspa
12534	daf-15::,DHPR::,Atg16L1::,M45::,Atg13::,CREST::,ach1::,Atg8a::,Armadillo::,pgm3::,spns1::,MTM‐3::,BTK::,Dgcr8::,Tfn::,C1q::,CTGF::,OTUB1::,NLRP3::,FoxM1::,USP5::,CXCL10::,C3b::,I-SceI::,MALAT1::,Brn3a::,Rab34::,uPA::,Ape1::,FUS::,Pou2af1::,FTO::,HIF-1α::,OCT4::,mdx::,Cdk1::,IL-6::,β-actin::,YAP::,PEX13
K0NHW5	BamH1
Q60932	VDAC1
59040	Miro1
232414	DNGR-1
B4REG1	rsaA
835702	SKM2
P15357|P18101|P0CG69	Ub::,UB
Q9USM3	Snf21
P01359	sml1
D4HQV2	tetR cassette
Q83F59	TolB
Q1LY77	SETD1B
A0A0B5JPZ7	NTN1
P43254	βʼ-COP
2181	ACSL3
Q6AXX2	IKKi
58835	Phgdh
O70468	Mybpc3
O95793	Staufen::,Stau
789989	Zscan4
3639547	BPH1
Q9ET26	vps-34::,VCP::,GABARAP‐L1::,NAF‐1::,drpr::,Beclin1::,LC3::,let‐363::,Atg16L1::,CLS::,GL1::,Ltb::,RXRα::,Phb2::,Wnt4::,SlpA::,Wts::,dfmr1::,K-Ras::,PRKRIR::,Tex11::,IL4::,clr4::,LRRC8D::,dystrophin::,CD11c::,HSP18.2::,Dyn1::,VEGF-A::,FOXA1::,BDNF::,h3.3::,Ucp1::,VPS41::,Beclin-1::,VAPB::,cycb1;1::,F4/80::,Gadd45a::,Nrg1::,CCR2::,NLK::,LLO::,Rnf114::,RNF114
Q9VQ93	GOLPH3
31846	BAF57
66513	APG12::,CHMP2B::,p40phox::,BCN1::,Beclin 1::,LC3::,Epg5::,α-syn::,Mfn2::,VDAC1::,Atg32::,UVRAG::,MSH-2::,Rosa26::,ACS2::,pgm3::,TDP43::,GL1::,Ctns::,U3::,SiglecF::,IL-33::,THEMIS::,Rag1::,COUP-TFI::,HDAC1::,MDH2::,Nurr1::,YPT1::,Ape1::,Catnb::,AID::,PROPEP3::,Munc18::,GADD45β::,α11.2::,HuR::,SNAIL::,Scl::,cortactin::,SOD1::,Fmr1::,Coq9::,LLO::,Tab1::,CD68
Q0MQB4	NDUFA9
P46069	Ptger3
15560	5HT2C
338382|7879	Rab7
100033733	miR-499
O41940	MuHV‐4 TK
Q5UV86	CD93
905881	chuA
Q60823|Q9WUA6|P31750	Akt::,AKT
39108	RPL11
100050367	galectin-3
855787	bre5
2540492	est1
51561	IL-23
8846	ABH1
P42123	Ldhb
H8WZC0	Gvp36::,gvp36
P60880	SNAP25::,Snap25::,SNAP-25
3572	gp130
Q8WTP8	wtp53
Q07765	cst-2
72981	Prkrir::,PRKRIR
230233	Elp1
5241	Vps24::,TRAIL::,LC3::,VCP::,ATG8::,BI‐1::,SCOC::,GAL1::,MCUR1::,atg-3::,epg‐6::,Miro::,IFT20::,Ref(2)P::,Bax::,centrin-2::,S6RP::,ATP8A1::,VHL::,Cacna1a::,Mac2::,casp3::,Nsmce2::,VEGF-C::,E6::,TGF-α::,Rab8B::,2d2::,rgl::,raptor::,CSF2::,OTUB1::,ATPCL::,TLR6::,p53::,Stat3::,LIF::,Pou5f1::,FIP3::,MCP::,NB-3::,tRNAAla::,FLCN::,ICP27::,Cyclin B1::,Multicilin::,HUWE1::,FRA3B::,C9orf72::,PR::,PGR::,IP3R3::,SOD1::,Act::,CD206::,YAP::,GSK3β
828571	NBR1::,nbr1::,Nbr1
819634	Med14
108025	DKC1
P10637|P10636	tau::,TAU::,Tau
12798026	miR-1
P32198	CPT1
17210	Mcl‐1::,MCL‐1::,Mcl1::,MCL1
100038060	fibrinogen
38913	Atg18::,atg18
Q60605	myosin light chain II
113094585	gnrh3
68260	trmt12
A2AR50	RALGPS1::,Ralgps1
41293	MRPL37
212377	MMS22L
11865	BMAL1
P59598	H2AK119ub1
25820	htt::,atrogin‐1::,Red1::,NALP3::,LC3::,Beclin‐1::,Ripk2::,atg‐2::,Gal3::,spns1::,Sec61α::,TNF-α::,STELLA::,Cut::,COL7A1::,Osteocalcin::,Nsmce2::,synaptobrevin 2::,KIF5B::,Stac3::,DHFR::,TBK1::,HUWE1::,Alas2::,EpoR::,HHARI::,Sig1R::,Clpp::,oskar::,Apc::,GM-CSF
85471	Gata3::,GATA-3
433766	MuRF‐1::,MurRF1::,MuRF1::,Murf1
P53564	Tsg101::,PS1::,Rab1a::,ubiquitylation::,GATE‐16::,actA::,unc‐57::,Sin1::,Atg11::,Aurora B::,H3R::,spns1::,WIPI2b::,H-2Db::,Rac1::,CG7112::,USP45::,spr-5::,α-actinin::,IFN-γ::,Sema3A::,TGF-α::,CD107a::,TLR2::,CHCHD3::,ACTIN7::,CTCF::,Dyn1::,p38γ::,OTUB1::,ABCB8::,GemC1::,IL-6::,TRIM28::,Sufu::,CB1R::,Atg19::,AKT1::,gp8::,mitofusin-2::,ORP5::,Sept2::,VAMP2::,tau::,miR-132::,Srsf1::,Eco2::,TP53::,pep4::,Cux1
Q7DB77	EHEC
P41483	miR-586
12286	Cacna1a::,CACNA1A
Q6WRH9	Igsf10
Q9PU61	fli.1
P45973	HP1y::,HP1a
Q8VY06	prep
A0A157W850	Eco2
13406	ag1-::,ag1
O15169|Q9Y2T1	Axin
21923	Tnc
511862	POGLUT1
21857	Timp1
P06151	Ldha::,LDHA
Q900A7	NL4-3
P02786	FYCO1::,Atg16::,Gal80::,BI‐1::,W07G4.5::,atg36::,LC3::,H-2Db::,GRI::,ATG16L1::,Rab3-GAP::,TFRC::,Mfa1::,α-spectrin::,CD123::,Nurr1::,vps21::,XRCC4::,RAP1::,UBQLN1::,Mrc1::,Apc::,Sig5::,hrcC::,PDHE1::,RIG-I::,CYM1::,cym1::,snR81::,INVS::,p53::,ERp57::,Sca1::,HUWE1::,ER::,atg11::,UCP1::,TfR1::,GATA6::,IL-1β
4905	Sec18::,NSF
19017	DR3::,flotillin‐1::,p62::,FIS1::,bec-1::,daf-2::,ULK1::,transferrin::,dAkt::,Jumpy::,Atg16L1::,MDN1::,S6::,GRASP55::,unc‐104::,POMC::,Hla::,Src::,Bim::,Atg16::,epg-8::,Ubqln4::,PSA::,CA VII::,ATG5::,Atg2::,Atg18::,galectin3::,GlyPi::,ACS2::,Rpl25::,LC3::,CYCS::,HRR25::,ERdj3::,GRI::,prk5::,HA::,Twi1p::,Ubi::,Dusp5::,UBE2D3::,CD28::,IGFR1::,Terc::,Tie2::,DDX5::,Hmg1::,UBQLN1::,Smad2::,CD11c::,C7::,synaptophysin::,BMP6::,Mef2C::,Atg8a::,SLFN11::,CHK2::,BRPF3::,TET1::,TBC1D14::,TRAPPC8::,Lyzs::,STAT2::,Cas9::,Pgc1α::,GemC1::,Prp5::,snR81::,KLF5::,F2r::,Stat3::,mdi::,ERK2::,Synapsin::,Cx3cr1::,p150::,db::,Ifnar1::,RILP::,Pgc1alpha::,VN::,AKT2::,ERp57::,bactin::,junD::,MET::,CARD14::,SRP54::,Arl13B::,miR-10b::,PGC-1α::,PGC1-α::,PGC1α::,Ppargc1a::,lysozyme::,Myc::,Sig1R::,LYVE1::,YAP::,Nestin::,E7::,spc110::,Wrb::,PR1
Q6DGU5	SLC25A46
Q7ZUD8|Q6NX90	LC3
A0A0B4LGN1	ITPR1
Q96AQ8	MCUR1
5611	DNAJC3::,P58IPK
Q80U63	npc1::,DRP-1::,pha-4::,Bcl‐XL::,Atg4B::,FYCO1::,Rb::,MFN2::,Atg8p::,Mfn2::,ZK1053.4::,CA II::,PlcA::,Hace1::,CD28::,H-2Db::,ERdj3::,cay1::,Cx3cr1::,Twi1p::,Dmef2::,Tfn::,XBP-1::,Pdk2::,TNF::,Coq6::,KLF4::,Lats2::,Stat3::,Sld3::,NB-3::,α11.2::,Pgc1::,mitofusin-2::,Tek::,cdk1::,AKT::,EGF::,atg2::,p97::,Mfn2KO
11284	PNK
P02550|Q2XVP4	α-tubulin::,α-Tubulin
Q8N5G2	mAco
12504	CD4
P12710	Fabp1::,FABP1
A6ZW87|Q12092	Atg29
Q9Y6M0	esp1
Q9WVS6	Parkin::,parkin::,PARKIN
51606	LC3::,BAG3::,Beclin 1::,DHPR::,Ret::,miR-212::,Vps34::,Parkin::,MIC1::,LC3β::,PDH E2/E3bp::,Atp6v1h::,LAMP-2A::,L2A::,Id1::,cyclin B1::,Mfa1::,ZMYND8::,Sema3A::,Irf7::,CD19::,Lyzs::,C5b-9::,HlgB::,FLCN::,heh2::,PBL27::,PolD3::,CARD14::,SRP54::,p53::,Alas2::,Shp2::,miR-21::,H subunit::,H subunits::,BRAF::,IL-1β::,Coq9::,DARPP32::,ZEB1::,CD68
8655	LC8::,Dynein light chain1
Q07108	CD69
P00729	PRC1
P44677	TolB
Q7M6Y5	Deup1::,DEUP1
P32048	MSK1
301011	UQCRC1
P52333	Jak::,JAK
P0DPI0	A subunits
13033	catD::,Ctsd::,CTSD
P02794|P02792	ferritin::,Ferritin::,‐H+L
O02649	Hsp60::,HSP60
O75385	atg1::,ATG1α::,ULK1::,Atg1::,Ulk1::,ATG1
57531	HACE1::,Hace1
O88275	Pparg::,PPAR-γ
P58252	AUT7::,Aβ::,GATE‐16::,Tsg101::,NeuN::,TNF::,Bcl-2::,caspase 3::,Nix::,ubiquitin::,LC3::,IRGM::,BAX::,ft::,crs1+::,SUMO2::,atp10::,Bim::,MCU::,Sph1::,Atg16L1::,Beclin‐1::,Beclin1::,survivin::,Uba1::,RINT-1::,ach1::,ACS2::,Dcp-1::,GL1::,PRK5::,cay1::,SEC13::,Ctns::,ApoE::,LIGHT::,Dusp5::,PCDH7::,mre11::,Rrm3::,USP45::,CD3‐ζ::,Lyz::,PTB::,IP3R3::,Rh1::,Nrf2::,arginase::,ypt1::,MEK1::,LXRα::,Cdh1::,CUL3::,Swi6::,myosin::,bak1::,CCM1::,TEAD2::,p53::,DCC::,IL-6::,CAT1::,Lyzs::,PITRM1::,LukF-PV::,Trpv3::,snR81::,TLR2::,LIF::,FGF::,PGC-1-β::,Nanog::,SUMO1::,Fus::,MALAT1::,Rab34::,α11.2::,WRNIP1::,BRCA2::,tom40::,ter1::,EGOT::,CAT-1::,Rab1a::,ErbB4::,Satb2::,MAPKKK5::,junD::,ARSA::,ABIN-1::,ORP5::,Chs5::,Chs3::,Trpml1::,Smo::,Gli1::,Her2::,Ret::,POMC::,miR-586::,GluN2B::,EGF::,Hrr25::,ZEB1::,eEF2::,Cdc48::,ReaChR::,HP1a::,dmdis3l2::,CD45::,Foxp3::,TAZ::,p97::,HDAC6::,Tab1
3726	AP-1
Q53H54	trmt12
A2ASS6	titin::,TTN::,Ttn
2539513	myo2
O94244	Mis6
P25025	CXCR2
P35583	Foxa2::,FOXA2::,FoxA2
64566	Wnt5a
Q867X0	PARG1
34714981	Gvp36
O00421	CCR6
P43432	IL-12p40::,p40
M9PGB7	Pcx
P0C6X7	HEL 3x
Q63870	C7
P63045	synaptobrevin 2::,Syb2
20201	S100a8
P04083	eis::,SIRT1::,ULK1::,FEZ1::,Epg5::,LRRK2::,nestin::,FKBP::,galectin3::,RPTOR::,CIP2A::,ERT2::,LC3::,Snai1::,AMPKα::,SOD1::,survivin::,Ly6G::,SQSTM1::,Coq9::,CRAF::,TGF-β receptor II::,YAP::,NKG2D::,Siglec‐14::,SLFN11::,HSP18.2::,p53::,SHP1::,Acta2::,p38γ::,Nppb::,G45b::,STING::,Wee1::,USP5::,NSUN3::,CREST::,nup116::,gcg::,MET::,GASZ::,ANXA1::,CCM1::,IFN-β::,S100a4
C8Z5R8	Spc110
Q91WJ8	FUBP1
9733	SART3
P27661	APG12::,Calbindin::,RAR::,p19::,GATE‐16::,Tsg101::,PS1::,Aβ40::,Htt::,p55::,Bcl-XL::,bec-1::,hid::,BAG3::,SQSTM1::,WIPI1::,DAPK::,RagA::,MTMR2::,Jumpy::,VCP::,p38IP::,p38α::,Nix::,NAF‐1::,DHPR::,DHR3::,atrogin‐1::,drpr::,cholera toxin subunit B::,HMGB1::,Vti1b::,IRGM::,Atg8p::,Atro::,mmi1::,red1::,Map1lc3b::,ATPase::,InlK::,actA::,LC3::,TAB2::,TAK1::,IL-1β::,MEC‐4::,DPY‐23::,synaptotagmin::,unc‐116::,cyclin B::,RagC::,galectin 8::,Ret::,Bad::,Vac8::,ULK1::,Atg16::,MCUR1::,TMEM59::,Parkin::,SQST-1::,epg-7::,atg-3::,IL-18::,nestin::,Atg30::,atg‐2::,AIN‐1::,gba::,CerS1::,H2AX::,GM130::,Beclin1::,CA::,CA II::,KAP::,caspase 3::,LC3b::,LAMP1::,trigger factor::,Ambra1::,LGG-1::,ERK2::,Fas::,LC3B::,polyubiquitin::,DAPK1::,CIP2A::,β‐catenin::,ACS2::,transferrin::,Atg8::,VPS29::,ATPsyn-α::,proteinase K::,Atg16L1::,REST::,GRL1::,GL2::,bovine serum albumin::,AR::,Tau::,TFEB::,VAMP2::,ERdj3::,Bax::,CDC14::,Cdc14::,RBM14::,CPAP::,dlrrk::,HRas::,PHD3X::,CTNS::,Ctns::,IRS-1::,Cx3cr1::,IBA-1::,γH2AX::,KSHV‐TK::,CrkII::,Orc2::,Mcm2::,RPL21::,β1i::,prr9::,Atg8a::,Dusp5::,PCDH7::,rpb1::,α‐factor::,p65::,TRAF6::,UBE2L3::,Nanog::,Sar1::,Insr::,EGF::,STAMP1::,AGO6::,Dgcr8::,Terc::,ST7::,Matrin3::,ATP8A1::,Sec23A::,ERGIC‐53::,ω-Aga TK::,p62::,LSD1::,UBE4B::,SlpB::,FoxP3::,SlpA::,IL‐1β::,α-spectrin::,laminin::,CCR9::,Ccno::,Centrin::,CEP164::,GLUT1::,Tie2::,caspase-3::,Foxa2::,TNF::,Ly6G::,IRAK1::,Coq9::,atg19::,ypt1-1::,Snq2::,pep4::,prb1::,Aβ42::,APPβ::,XRCC4::,miR-511::,mclA::,Kras::,Kcnq1::,PCBP4::,Npc2::,IL-1R::,C7::,R-spo1::,Dnmt2::,CD45R::,CD34::,CUL3::,KLHL3::,AID::,casp3::,CDKN1A::,PHD1::,NRP1::,Sema3A::,Vegfc::,YAP::,CD16::,CD8::,Rab13::,clr4::,adh1::,NF‐κB::,Rpp30::,sqd::,HNF4A::,GluN1::,PTPRN2::,PLCB1::,SERK2::,Pep2::,BAK1::,CD11c::,Ang-2::,CD31::,CD206::,CHCHD10::,CCM1::,SMAD1::,SNAP25::,Syt11::,GAL4::,fkh::,exo84::,DND1::,MCM2::,ABL1::,DCC::,TIE2::,CD22::,Tet1::,RAB1A::,eIF2::,Tcf7l1::,HDAC6::,RIG-I::,Mic27::,Dyn2::,TFE3::,OTUB1::,KRAS::,Wbp2::,Aβ::,VEGF-A::,NLRP3::,PCM1::,Mx2::,NAT10::,LGN::,Tbr2::,LDH::,Geminin::,snr81::,pus1::,Prp5::,snR81::,TLR2::,IL-12p35::,NFKBIZ::,Axin::,FoxM1::,LIF::,NDUFB8::,Stat3::,Cdca5::,Dvl::,CXXC5::,OCN::,IFT172::,ATM::,yH2A.X::,CDC42BPA::,p53::,Mis18::,FIP3::,Ubc9::,C3b::,mdi::,choline acetyl transferase::,ChAT::,SV2::,NB-3::,INVS::,Akt::,IGVL::,I-SceI::,Gli1::,get4::,munc18-1::,4E-T::,aquaporin 4::,Nemo::,albumin::,GADD45β::,RILP::,α11.2::,GluA1::,β2AR::,WRNIP1::,RCC1::,CD19::,Collagen1α2::,uPAR::,Mdm10::,Tom70::,ypt7::,MT1-MMP::,TKS5::,SmD3::,IL-2::,AKT3::,Foxp3::,HuR::,CD4::,CXCR5::,USP19::,Nde1::,FUS::,VAPB::,STX3::,Tbk1::,cycb1;2::,GSK3ß::,FBW7::,BSA::,Mps3::,Chm7::,CERK1::,DNGR-1::,bactin::,junD::,AX p::,MET::,Hcfc2::,Wbp5::,nat4::,NET1::,Gemc1::,FOXJ1::,Ngn1::,ABIN1::,SYCE2::,Sec61β::,ORP5::,HUWE1::,FRA3B::,Pgk1::,Chs3::,Dln1::,p27::,Fft3::,miR-10b::,PI3KCA::,Prox1a::,olig2::,Aldh1l1::,Scl::,Sst::,ob::,SMAD7::,miR-21-3p::,NF-κB::,cGAS::,TBK1::,UbcH7::,Mfn2::,S6K1::,INPP5E::,c-Jun::,APP::,LIMT::,tau::,H2A.X::,Srsf1::,AP::,mpo::,ANG-2::,Gadd45a::,CD11b::,dmDis3l2::,calreticulin::,BACE1::,CCR2::,IL-17A::,GM-CSF::,IL-1R1::,GRWD1::,PEX13::,cdc14::,Sec13::,Lama4::,α6::,FBXO7::,TH::,CAMDI::,Clpp::,Mdm12::,hβ5c::,NMHCIIA::,Apc::,Pten::,ER::,GSK3β::,Oct4::,Elp2
287446	Elp5
Q13315	ATM
998	Cdc42
Q9CY58	Serbp1
9377	Cox5a::,COX
9638	FEZ1
405781	Nfe2l1
P05539	col2a1
Q8BN56	Fam38b
Q61188	Apg5p::,apg16::,ADE2::,pep4::,SipD::,α-COP::,WIPI‐1::,VCP::,FYCO1::,Fis1::,HMGB1::,Red1::,Mmi1::,KIF2::,Cdc11::,BI‐1::,Tcfeb::,SCOC::,Bim::,Beclin 1::,LRRK2::,epg-7::,lgg-1::,PSA::,CerS1::,CA II::,IRS2::,Fbxo7::,Mfn::,EGFR::,MIC6::,Aco2::,Ape1::,p62::,bcy1::,spns1::,REST::,AR::,MC9::,GRI::,Bax::,Aβ::,CD14::,Hsp82p::,TNF-α::,Msi1::,Rubicon::,Dfmrp::,cKIT::,rdgC::,miR‐125::,PECAM::,p48::,Vegfc::,TGF-α::,Swi6::,Sig5::,UnaG::,fkh::,SLFN11::,PUMILIO2::,P18::,p53::,netrin-1::,Nox4::,caspases 3::,PITRM1::,catalase::,HlgB::,McIdas::,chm::,Prp5::,β-catenin::,TPO::,Dvl::,MARK4::,C3b::,cyt.C::,Cas3::,NB-3::,INVS::,h3.3::,Fbxl17::,Get4::,FLCN::,Smad2::,Cdc25C::,PDE10A::,eIF-2a::,B220::,Btla::,NavMs::,Cep152::,cycb1;2::,FBW7α::,DIS3L2::,miR-34c::,chm7::,igfbp1a::,Gpr124::,Sec61β::,Ift88::,Dln1::,Alas2::,PALB2::,Fft3::,PTEN::,Aldh1l1::,Ezh2::,Syk::,Troponin I::,ob::,TNFα::,α-synuclein::,Atoh1::,c-myb::,VEGF-A::,HBHA::,XRCC4::,Mtmr2::,IL-1R1::,Hcp::,Tek::,CD34::,TH::,NMHCIIA::,ER::,AGO2::,PSAT1::,CX3CR1::,PS1::,CD68::,GM-CSF
24186	albumin::,Albumin
P08721	Spp1
A0A1B2CPU1	cirA
21940	CD27
Q9CXX9	Apg12p::,npc1::,S6K::,Aβ::,Tor::,Jumpy::,TIGAR::,FYCO1::,dTsc2::,cortactin::,Sqa::,NALP3::,LC3::,BCN1::,M45::,deg‐3::,FEZ1::,ULK1::,UVRAG::,Hla::,Ret::,Atg3::,protease K::,GAPDH::,LRRK2::,atg-3::,casp-1::,atg30::,Atg32::,miR-132::,lamin B1::,CAVII::,Aurora B::,XBP‐1::,RINT-1::,msh-6::,β‐catenin::,Miro::,xbp‐1::,ago6::,Inn1::,centrin-2::,IRS-1::,CD102::,Coi12p::,Twi1p::,rpb1::,Dgcr8::,STAMP2::,CDC50A::,cKIT::,MLC::,TFG::,GM130::,NRBF2::,ufd-2::,SOD1::,NUMA::,Ccno::,S6::,CD4::,PGC-1α::,Gpx1::,Ttn::,TRAIL::,IL-6::,ice2::,Cd11b::,periostin::,p48::,Vegfc::,CD107a::,iglec‐5::,Siglec‐14::,TNFα::,DTR::,F4/80::,CD206::,KLF4::,GAL4::,Nanos2::,APX2::,CathepsinL::,PDHE1::,CD22::,TET2::,Tcf7l1::,KIF5B::,DCLK1::,cytochrome c::,Beclin1::,miR-10b::,IFNβ::,KRT23::,ELF3::,USP5::,IFT172::,FIP3::,FUNDC1::,eIF4A::,NB-3::,h3.3::,Fbxl17::,Ifnar1::,IFN-b::,Rab34::,α11.2::,SEPT6::,uPA::,VN::,Ams1::,Ape1::,EGOT::,FUS::,U12::,IL-2::,Pou2af1::,CPAP::,PKCB2::,cycb1;3::,APP::,hsa-let-7i::,NRG1::,igfbp6b::,ins::,junD::,PKCδ::,Caspase-3::,CD144::,CHS6::,Scl::,Flk1::,CUEDC2::,Cuedc2::,TRIM33::,FADD::,miR-21-3p::,CXCR2::,Mfn2::,TGFB1::,PR::,Tab2::,ANAC032::,CYP26C1::,BACE1::,Ahr::,MECA32::,CSF1R::,YAP::,Cox1::,STAT2::,GluA1::,Sec23::,Mdm12::,Otoferlin::,Gp96::,Huwe1::,Oct4::,C5b-9::,HMGA2::,HIP1::,CD68
D7PBM1	GRA6
P62196	Rpt6
18998	DDL
Q9NQX3	gephyrin
Q01196	RUNX1::,Runx1::,RUNX::,runx1
Q13326	Sgcg
572	Bad::,BAD
9649	RALGPS1::,Ralgps1
Q8R418	DICER::,Dicer
Q61496	MVH::,slice
386653	IL-31::,IL31
Q3SYX0	NDRG1
A0A0X8E9S8	FcγR-I::,FcγR-III
Q01590	Apg5p::,catD::,NAF‐1::,mmi1::,InlK::,TBD::,MCUR1::,Laminin γ−1::,TMEM59::,SQST-1::,IL-18::,Gal4::,KAP::,Aldh5a1::,Atg19::,spns1::,GRL1::,F4/80::,CALM::,ERdj3::,IBA-1::,Oct4::,CD25::,PAT1::,Terc::,PR::,Axin2::,GM130::,Prmt5::,DNAJC3::,TH::,CCL2::,Sec61::,CENP-F::,XRCC4::,VEGF::,IL‐8::,NCL::,FXR1::,SMAD1::,RPA1::,TET2::,NPY::,Lyzs::,NRAS::,STAT1::,Tbr2::,LukD::,E2F8::,Trpv1::,FoxJ1::,p16::,Rnaseh2b::,RagC::,mdi::,Larp::,Ahi1::,PSD95::,miR-29::,LC3B::,VN::,a2AP::,EGOT::,BTLA::,cycb1;1::,CHM7::,PBL27::,nat4::,SYCE1::,ORP8::,fft2::,Eng::,Mpc1::,Syk::,GluN2B::,Sed5p::,Gos1p::,ZEB1::,MCK::,HES1::,Mtmr2::,Plk1::,BACE1::,YAP::,α-Synuclein::,RAD51::,β6
854475	Bud7::,BUD7::,bud7
A3RL77	IL-12p40
P50116	s100a9
1213	clathrin heavy chain::,clathrin heavy-chain
P08503	MCAD
317444	HCCS
855830	Rbd2::,rbd2
O94782	USP1
39964	CHMP5
Q60867	Ngn2
528	ATP6V1C1
3686789	cylE
Q9BYF1	Ace2
176179	UNC‐116::,unc‐116
Q9BQ87|O60907	TBL1
53562	TarA
Q9UUK2	hsc73::,SipB::,ref(2)P::,β′-COP::,p62::,VCP::,DHPR::,cytochrome c::,JNK1::,MRLC::,red1::,BI‐1::,ASC::,BCN1::,M45::,Pex30::,Gli1::,Atg5::,LRRK2::,let-363::,VPS-34::,Unc-45b::,p22::,spns1::,Cup1::,rpl‐43::,CALM::,Bax::,Bak::,Taz1::,Ctns::,KLK3::,CDF1::,HSF1::,IRE1-II::,Yip1A::,ω-Aga TK::,DER::,miR-210::,XBP-1::,SOD1::,IFN-γ::,mclA::,rpoE::,F4/80::,PTPRN2::,CD11c::,YAP::,miR-10b::,Stat1::,mkkk7::,USP5::,Stat3::,Tead 1::,HIF-2α::,Larp::,Fbxl17::,MRE11::,RAD51::,STING::,LAMP1::,Ucp1::,Drp1::,DnaK Chaperonin::,Pgc1::,Pou2af1::,CXCR5::,cycb1;1::,CenpC::,Snap29::,BIK1::,H2AX::,msn4::,IL-2Rα::,TH::,NF-YB::,EpoR::,Epo::,Gcn5::,DnaJC5::,UbcH7::,TGFB1::,myogenin::,MOG::,RPL11::,α6::,Tab1
Q9TTV2	hnRNPA2
P10721	cKIT::,cKit::,c‐Kit
397013	Ppargc1a
P13591	CD56
327712	RANTES
55832	CAND1
Q9BKB7	hERG
Q8W4B1	Esr41
539222	Pbx3
30718	notch1a
P23724	β6
Q5NCP0	Rnf43
16195	gp130
P0A6X3	Hfq
P51992	hnRNPA3
Q12888	53BP1
109694597	seipin
20583	Snai2::,SNAI2::,SNAIL2
65277	Vti1
P01139	NGF
854941	pif1
P16379	VSV-M
25949	p29
P84029|P04657	Cyto C::,Cyto c
Q9Y243|P31751|P31749	Akt::,AKT
14800	GluA2
P0CG49|P0CG50|P62984|P62983	ubiquitylation::,Ub::,ubiquitin::,Ubiquitin
Q08481	PtdIns 3‐kinase::,p27KIP1::,Vps24::,DAPk::,Transferrin::,dRagA::,TIGAR::,VCP::,laminin::,HDAC6::,LC3::,IRGM::,Sqa::,NMHC‐IIA::,actA::,IMC1::,BI‐1::,LC8::,Vac8::,p62::,Tom1::,MCU::,Epg5::,epg-7::,PGL::,gba::,Casp3::,CerS1::,ATG5::,Atg2::,Atg14L1::,WASH::,RINT-1::,atg38::,GlyPi::,Fbxo7::,PlcA::,CIP2A::,p22phox::,p22::,ACH1::,Rpl25::,Lon::,ULK1::,spns1::,SQST‐1::,lin‐15A::,CALM::,AGO6::,PRK5::,Cdc20::,ID1::,PS1::,IRS-1::,MuHV‐4 TK::,GIW1::,DTS::,Dusp5::,PCDH7::,GC‐A::,Phb2::,TRAIL::,Dgcr8::,Mbd2::,p63::,TFG::,Sec31A::,Vps15::,SIGNR3::,crb::,CCR9::,Shi::,SND1::,PECAM::,PD-1::,TNF::,IFN-β1::,ATR::,Coq9::,ypt1-1::,pep4::,Hmg1::,Aβ40::,CD31::,Atg8::,RPGRIP::,Catnb::,VE-cadherin::,Sema3C::,PHD1::,p53::,Pecam-1::,PECAM1::,YAP::,NKG2D::,MICA::,Rab13::,Siglec‐14::,Siglec‐5::,PECAM-1::,Mitofilin::,ERK5::,H3::,GAL4::,Su(H)::,CD19::,CTCF::,GADD34::,cMyc::,KIF21A::,DNase I::,miR-10b::,FOXJ1::,atpcl::,MKKK7::,FoxM1::,LIF::,Yap1::,DRP1::,larp::,Larp::,CHL1::,PEN-2::,INVS::,cKit::,ERK1::,SPOP::,RAD51::,SEPT6::,AKT1::,NF-kB::,CPAP::,DFCP1::,CENPT::,LUBEL::,Pdx1::,RNF8::,T7E1::,ß3-tub::,Gemc1::,CARD11::,MALT1::,Smc1β::,IL-2Rα::,Sept2::,HUWE1::,Pecam1::,Pin2::,GASZ::,noggin::,KV10.1::,PIK3CA::,Gli2a::,atg2::,Flk1::,miR-21-3p::,miR-132::,LQT2::,DIA1::,Mtmr2::,APP::,Cx3cr1::,IL-1β::,FoxP3::,CD34::,PTEN::,MYC::,Clpp::,LLO::,Aβ::,CD68
53556	DIABLO
O95613	pericentrin
500985	CBL
Q9AR19	Gcn5::,gcn5
O95630	AMSH
Q02053	E1
Q6ZVM7	Tom1L2
Q9UNE7	Ser19
P11310	MCAD
P11117	Lysosomal acid phosphatase::,lysosomal acid phosphatase
A2BH40	BAF170::,BAF57::,BAF155
P62424	RPL7
Q8TEW8	parγ)
