J7HCD4	hCD4
9474	syntaxin 6::,AUT7::,Apg16p::,npc1::,Atg5::,Bcl‐XL::,Tsg101::,Aβ40::,hPS1::,Htt::,TLN::,SipC::,ATG5::,ULK1::,Bruce::,UBQLN2::,dRagA::,COX-IV::,VCP::,ubiquitylation::,atg5::,troponin T::,red1::,Mmi1::,TRAIL::,cathepsin B::,UNC‐26::,mec‐4::,Ret::,NS3::,IL-18::,MelanA::,Atrogin‐1::,β′-COP::,APN-1::,Fbxo7::,PlcA::,MIC6::,ULK::,polyubiquitin::,HACE1::,TCF4::,Atg8p::,Atg19::,nos::,PDH::,SDT1::,urh1::,SPI1::,invG::,WIPI2b::,GRL1::,CD45.1::,RDR6::,CDC14::,Cdc14::,centrin-2::,ID1::,Clc::,PHD3X::,Cx3cr1::,HNF4::,zyxin::,Noc::,Spo0J::,CDF1::,IL-33::,USP2::,Brca1::,53BP1::,Sar1::,Syk::,LGR5::,VPS26::,ATP8A1::,Sec16A::,core::,MDH2::,miR-210::,Asm::,miR-203::,Snail::,Nurr1::,TH::,IRAK1::,IFN-β1::,Ccnd1::,Coq9::,Snc1::,PEP4::,ypt1-1::,prb1::,Aβ42::,Tsc22d3::,PRKRIR::,LXRα::,KLHL3::,Sema3A::,Pai1::,Sema3a::,TGF-β1::,MICA::,NKG2D::,Swi6::,Siglec‐5::,Rpp30::,FMR1::,γ2::,dystrophin::,HNF4A::,CD11c::,2d2::,Cxcl9::,ERK5::,MEK5::,ral::,NANOS1::,TET2::,cMyc::,NPY::,Lyzs::,PAQR3::,MAL::,OTUB1::,CASP1::,NLRP3::,PCM1::,STAT1::,NAT10::,CS::,ATPCL::,Prp5::,Stat3::,LIF::,FGF::,AP::,TrkB::,SUMO1::,RanGAP::,Ubc9::,Nefm::,Fus::,caspase 3::,NB-3::,INVS::,H3.3::,MALAT1::,DDX6::,p150::,FABP1::,β2AR::,Nap1::,WRNIP1::,plasminogen::,uPAR::,Ugo1::,mim1::,Ape1::,hnRNPH::,SCN4A::,dga1::,DGA1::,CD4::,PD1::,USP19::,FUS::,WIPI1::,ATP7A::,snf7::,PBL27::,BIK1::,igfbp6b::,igfbp1a::,bactin::,ARSA::,MET::,Nrxn1::,nat4::,Tis21::,CARD11::,IL-2Rα::,BAG6::,HUWE1::,YAP::,Bch2::,BUD7::,bud7::,GASZ::,Trpml1::,KV10.1::,Sororin::,Gli1::,Gli2::,Scl::,Gata4::,cGAS::,EGF::,F4/80::,Hrr25::,Cdc48::,ANG-2::,Gadd45a::,Nrg1::,CD11b::,CDK1::,Foxp3::,CSF1R::,c-Jun::,en::,PTx::,CCM1::,IFN-β::,STAT2::,FBXO7::,β5::,Huwe1::,CX3CR1
778961	EBPα
A9HI46	Pal
Q03135	caveolin
Q91WJ8	FUBP1::,Fubp1
921	CD5::,Cd5
P97613	securin
Q9TZQ3	PGL-1
Q02VB0	LacR
Q62318	KAP1::,Kap1
P07522	EGF::,Sqa::,Rhodopsin1::,Becn1::,FKBP15::,Stat3::,CCM1::,FBXO7
100049220	gnrh3::,GnRH3
853191	Taf1
Q5JW53	Dsn1
39958	Nedd4::,NEDD4
57841	Hba-x
Q6MSN1	Msn1
U6C5P8	miR-124
Q10QA5	D14-
856236	Tub1p::,drpr::,M45::,Ape1::,Clb2::,Cx3cr1::,light chain kappa::,VEGF::,ral::,SLFN11::,Miz1::,Nd1::,Oas1a::,INVS::,Wee1::,CDC48::,DNGR-1::,Anp1::,NCAM::,CLB2::,CCL2
Q9JM54	Noxa
336257	Nmnat2
P62805	H4::,wtp53
P04234|P07766|P09693	CD3::,HisCl::,IRF9::,FRK1
P25208	NF-YB
Q62009	periostin
507437	Ptger1
3434	ISG56::,IFIT1::,ifit1
14719	BI‐1::,OFD1::,gi-2::,mpx::,GOT2::,Got2::,Aβ42::,Wnt-3a::,FLCN::,ICP27::,HEH1::,Aβ::,MET::,NLRP3::,SRSF1
Q684P5	CKD
23564704	myosin V
P78527	DNA-PK
Q6P5H2	cathepsin D::,Tsg101::,BAG1::,FYCO1::,nestin::,Nestin::,Atg30::,transferrin::,ERK2::,SQST‐1::,PTB::,Tfn::,Sec16A::,miR-210::,TP53INP1::,Sox17::,LukE::,Fus::,INVS::,ATM::,Ubp6::,αSMA::,CD63::,Bcl6::,ku70::,igfbp5a::,POLD3::,fft2::,R26::,Mfn2::,Gadd45a::,IP3R3::,Il-1β::,CD4::,MYD88::,NESTIN
20340764	ε-COP
668940	Myh7b
243078	Tecrl::,TECRL
37586	CDK9
23411	npc1::,p38α::,Sqa::,SIRT1::,CREST::,CA VII::,mitochondrial p60 antigen::,EGF::,VHL::,Pparß/δ::,CX3CR1::,Catnb::,p48::,Bmp6::,AMOTL2::,Rad50::,Tis21::,BUD7::,Ahr::,CD133::,CD11b
5071166	SGT
Q13761	RUNX
P00724	SUC2
296321	BPI
8729	Gbf1
94178	pep4::,α-amylase::,TIGAR::,VCP::,DHPR::,SIRT1::,caspase-1::,TNFα::,DYN‐1::,DFCP::,Ret::,Ape1::,myosin VI::,MCOLN1::,atg-3::,Beclin‐1::,SEPA‐1::,ATG16L1::,CIP2A::,OFD1::,spr4::,Mcoln1::,VAMP3::,GRI::,KSHV‐TK::,Hox11::,Rrm3::,DC-SIGN::,Phb2::,NAV3::,miR‐290::,PRMT5::,spr-5::,SlpA::,nucleophosmin::,Dfmrp::,NCOA5::,GRX2::,miR-210::,TNF::,Coq9::,PEP4::,XRCC4::,SYCP1::,Tex11::,PUMA::,IgG2a::,TGF-α::,YAP::,Ang-2::,LAMP2::,Ctnnb1::,Mic27::,Lyzs::,Shank3::,gTbr2::,snR81::,F4/80::,Stat3::,Ku::,Rnaseh2b::,Ptch1::,GW182::,Hsl::,FLCN::,imp1::,AKT2::,eIF-4E-BP1::,Snap29::,HUWE1::,ER::,Trpml1::,ML1::,TRPML1::,fft2::,miR-10b::,SNAIL::,prb1::,Sst::,UbcH7::,SRSF1::,CYLD::,p16::,Gadd45a::,Ulk1::,CD11b::,SOD1::,Ahr::,Aβ::,CYR61::,IL-1β::,Mcm6::,galectin-8::,FBXO7::,TH::,28S::,LLO
69617	EGF receptor::,Sqa::,dBI‐1::,α-hemolysin::,CD16::,SQST-1::,SH3PX1::,RPTOR::,rpl‐43::,Bak::,Ctns::,OTULIN::,EN::,AGO4::,Matrin3::,Tex11::,LXRα::,KRIT1::,NKG2D::,Lyzs::,PAQR3::,PITRM1::,Pitrm1::,NB-3::,PTPσ::,INVS::,nap1::,Mmm1::,CD4::,ORP5::,RBM15::,PTEN::,Prox1a::,Shp2::,CK8::,INPP5E::,RAD21::,IFN-γ::,ZEB1::,EB3::,Sec7
79065	ATG9A
290537	APPL1
39753	th::,Mmi1::,SCOC::,galectin-8::,TH::,CerS1::,Ifng::,Th
368911	LAPTM4B
2542170	Mst2::,MST2
16991493	rssA
3643717	Mst2::,MST2
O43482|Q9NYP9	NAF‐1::,HMGB1::,CD22::,Mis18::,mis18::,c-Myb::,CXCR5::,Gli2a::,p300::,Twist
Q6EVK6	BRM
458137	CD93
P38111	Ddc2
B6IRG1	Irg1
O18965	KCNH1
P24594	IGFBP5
Q99P84	Ptger1
A0A167C1H9	Ape1p
100145906	LKB1
O02002	daf-15::,Dcp-1::,TIGAR::,red1::,TMEM59::,rpl‐43::,EMP1::,CCM1::,Gli1::,Pou2af1::,MYD88::,CoQ10
P01100	c-Fos
13665	eIF2α::,Eif2s1
817470	pwi
104540628	Yorkie
P0CW02|P0CW03	Ly6C::,LY6C
22436	XO8
P51587	BRCA2
3170	Foxa2::,FOXA2::,FoxA2
9183	ZW10::,Zw10
C6S721	nmo
O14578	CITK
509221	dab2
P94804	X-Gal
Q9VQ93	GOLPH3
56897	proaminopeptidase I::,TLN::,daf-2::,debcl::,UBQLN1::,Jumpy::,FYCO1::,htt::,Hmgb1::,IRGM::,spaghetti‐squash::,dachs::,Red1::,TAB3::,Rap2b::,Pex30::,protease K::,lgg-1::,lin‐41::,let-7::,WASH::,GlyS::,ATG4B::,ATG16L::,DAPK1::,PCM1::,bec‐1::,VAMP3::,MET3::,cay1::,Alb::,KSHV‐TK::,noc::,pif5::,CD3‐ζ::,miR‐290::,RANKL::,PRMT5::,hsp42::,MLC::,ManII::,UBE4B::,SlpA::,FMRP::,CCR9::,NCOA5::,Abca1::,ISCU::,β1 integrin::,Bmf::,TTN::,IκBα::,Smad6::,sec12ts::,Snc1::,Fibronectin 1::,SYCP2::,C7::,Catnb::,Dnmt2::,CD31::,IFNγ::,CD11c::,Bmp6::,ral::,RPA2::,raptor::,CD22::,Lyzs::,OTUB1::,VEGF-A::,Trpv2::,LIF::,PGC-1β::,MCU::,MCP::,FUS::,β-dystroglycan::,p150::,4EBP::,WRNIP1::,Smad2::,Smad3::,Mim1::,DnaK Chaperonin::,Rab1a::,Pgc1::,ICOS::,Cyclin-A::,PDI::,ku70::,cycb1;1::,KNL1::,RPL12::,nat4::,IL-2Rα::,Sept2::,Chs5::,Chs3::,GASZ::,Epo::,REC8::,Prox1a::,Gata4::,net1::,IL-6::,CX3CR1::,NeuN::,Caspase-1::,Coq9::,CD34::,FBXO7::,Huwe1::,HUWE1::,Lgr5::,SUMM2
15463	Rab
30663	rag-1
719127	SIGLEC11
P84228	H3b
24587	NF200
852372	Sec18
59311	ProSAP2
Q9BQ67	GRWD1
3565794	epg‐5
23980	RKIP
13544374	TRC40
Q98SM3	Ezh2
P49789	FRA3B
Q13155	AIMP2::,FUBP1::,Fubp1
Q26365	apg12::,Buffy::,SesB::,spns1::,TBPH::,HlgC::,CXCR5::,CD20::,NLRP3::,CD4::,dmDis3l2::,KRAS::,Hcp
O88508	Dnmt3
102466558	miR-9
O00764	PNK
614775	Sec22b
29110	Hmgb1::,TBK1::,LSD1::,miR-200::,SMAD1::,TAg::,TLR1::,Tbk1::,WRNIP1::,uPA::,NS3::,CREST::,CARD14::,IKKi
Q02630	nup116::,NUP116
9991	PTBP3
14129	FcγRI::,FcγRIIB::,FcγRIV::,CD64
107055404	SUOX
Q9JI18	Lrp1b
784219	Nup214
117033	Mmp12
O85078	Tm1
K4ULH6	PDF1.2A
P08721	Spp1
Q8NFU7	Map1lc3b::,Ret::,atg-3::,rheb-1::,CA::,ULK::,Cx3cr1::,Dusp5::,LXR::,LXRα::,Sema3C::,CCM1::,TET1::,Tet1::,snr81::,ICP27::,S100a4::,HuR::,Sele::,Mfn2::,myogenin
Q04868	Elp6
32287812	rne
C0JPT7	Filamin A
13177	Eci1
639	FYCO1::,Blimp1::,BLIMP1::,ZEB1::,IFN-β::,Clpp
Q9Z0F8	Tace::,TACE
P11939	c-Fos
Q9I747	Hcp1
O15431	Ctr1
5087	Pbx1::,PBX1::,PBX1A
Q8CF89	TAB1::,Tab1
41783	kibra
483060	MerTK
40016	skl
P60468	Sec61β::,Sec61b
P52480	TIGAR::,Pkm2::,PKM2::,Terc::,TLR8::,Foxn1::,LUBEL::,DNGR-1::,Huwe1
191576	TECR
406883|406881|406882	let-7
23339	VPS39
Q9SXQ6	Fen1
P09391	GlpG
948354	SPF
27095	TRAPPC3
P09015	eng2a
104407713	Yorkie
20665	R26R
Q9QZS5	SGK2
2846293	p40
Q61247	serpin f2
27471	16S
291703	ERCC3
Q8QZR5|Q8BGT5	HMGB1::,ft::,FEZ1::,Pex14::,TCF4::,alanine aminotransferase::,ALT::,FOXO1::,Igf1r::,GPT::,ω-Aga TK::,NCOA5::,Snc1::,Tsp1::,LXRα::,INPP5E
830299	MC9::,mc9
828239	SphK1
Q8CJ91	SIGNR1
P0A9Y2	Cspa
Q12184	Yah1
850415	are1
101886277	PRR7
2540051	act1
18509	pax7::,PAX7
Q9JLT0	Myosin 10
6507945	α-GPDH
P0DMS8	i1 W
O35445	UbcH5a
Q8J025	Apcdd1
P30291	Wee1::,wee1
Q8TF40	Fnip1
56048	galectin-8
10670	DAPk::,RagA::,TIGAR::,Npr1::,BCN1::,ypt7::,Pgk1::,MVb::,atm-1::,AGO6::,Rpn3::,CO::,Rag2::,LCK::,Signr3::,LXR::,PGC-1α::,angiotensin II::,LYVE1::,swi6::,UnaG::,DTX::,CX3CR1::,CHCHD10::,cMyc::,CASP11::,E2F7::,GemC1::,ATPCL::,ICAT::,Activin::,Rnaseh2b::,mRPL19::,p150::,Nemo::,α11.2::,mdm10::,EGOT::,gp8::,PDI::,galectin-8::,gcg::,Yap1::,fft3::,HOXD10::,Sst::,CD4::,CYLD::,VEGF-A::,28S::,CCM1::,p97::,TH::,IL-6::,TAB1
22241|29869|71742	CC1::,ULK::,CDC14::,Rag2::,LRRC8A::,Pgc1
5739	Ptgir
11339|54069	Mis18::,mis18
10351788	COXIII
100008990	IL1β
P16914	elav::,IFT20::,Rag2::,Elav::,AMOTL2::,Rnaseh2b::,CD28
Q9ES19	ATF4::,Bak::,NCL::,RNase H::,NB-3::,Ubp6::,FOXP3::,bactin
852311	Cg::,RCAN1::,NRP1::,ERC2::,Chs3::,BCH2
853668	sac1
10746	MEKK2
P0C0S8	PTL
Q969G3	BAF57
Q68CR1	SEL1L
374078	Birc5
140433	Lama5
P00441|P04179|P08294	superoxide dismutase::,SOD
P48148	Rho1
16007	CYR61
Q9IBD0	Bruno
Q37001	Eto2
P61353	RpL27
829646	ARO1
P0CY10	MATa
Q5LGZ8	GlaB
Q9M2U5	EP3
Q3TNW5	Dpcr1
Q8IVS8	HBeAg
56626	Pol λ
23912	RHOF
P06746	VS w
855291	GAD1
851114	Ski2
P08514	COX-IV::,DHR3::,Epg5::,XIAP::,Beclin-1::,HACE1::,WIPI2B::,4EB-P1::,Coq9::,TNFR1::,CD86::,Mapt::,sec8::,CD41::,Trk::,FIP3::,Snf7::,cd41::,VE-cadherin::,integrin
16368	IRS2
P97494	Gclc
Q9CQU3	Rer1p::,Rer1
8537	BCAS1
P48523	LCAD
151449	Gdf7
4627	NMHC‐IIA::,FUNDC1::,Hox11::,MYH9::,Nanog::,TRAPPC8::,NB-3::,Pou2af1::,junD::,c-Jun::,NMHCIIA
18125	nNOS
852129	Grh1::,grh1
Q01543	Fli1::,fli.1
P51150	Rab7::,cholera toxin subunit B::,CA II::,rab7::,NOD2::,ral::,RAB7::,miR-21
P18666	MRLC2
5925	Omomyc
100000544	Ptger3
234967	htt::,PAT4::,Clb2::,STIL::,Myh6::,CUL3::,NPM::,NANOS3::,caspases 3::,IFNβ
Q8MQJ9	Mira
Q7KUT2	Smurf1::,RagD::,Lon::,Cdc14::,Shi::,Kcnq1::,Sld3::,mdi::,CD34::,Miro1
P01767	IgA2
5584	λ-PMPase
2158	hFIX
21943	V90D::,RBM14::,rpb1::,RANKL::,SOD1::,2d2::,FUS::,SYCE2::,c-Jun
Q9Y7K4	SPBC2A9.02
18667	dBI‐1::,M45::,Sgk1::,PR::,MICA::,Rpp30::,SLFN11::,CD22::,Pgr::,FBXO5::,UCP1::,PGR::,Shank3::,Cdc14
288584	p19::,Fis1::,Tsg101::,DAPk::,FIS1::,daf-15::,beclin‐1::,dRagC::,Rab8a::,IE1::,ACTH::,ALP::,T3JAM::,XIAP::,Dcp-1::,WIPI1a::,Phsp‐4::,Ubi::,VHL::,IP3R3::,SYK::,PEG1::,MDH2::,PCNA::,ypt1-1::,Snc1::,tenascin-C::,SMA::,YAP::,TRF1::,CD45::,mkkk7::,Stat3::,FIP3::,eIF4A::,Larp::,INVS::,DCP1::,Pgc1alpha::,N protein::,CXCR5::,PD1::,Btla::,Chm7::,igfbp1a::,PolD4::,FoxJ1::,GEMC1::,UBQLN4::,EpoR::,miR-10b::,SYCP3::,ZEB1::,VEGF-A::,CD4::,p97::,Clpp
32222	Ts11
P18762	TLN::,α1S::,ZIPK::,ACTH::,TMEM59::,TH::,rNDP52::,spns1::,dlrrk::,FMRP::,Dgcr8::,vps21::,TNF::,dystrophin::,TRAPPC8::,OTUB1::,Pitrm1::,Ifnar1::,β2AR::,FBH1::,Collagen1α2::,CYCA2;3::,miR-7a-1::,igf2a::,Flk1::,bud7::,GASZ::,Gli2a::,Pho8::,OCT4::,IP3R1::,Tek::,VE-cadherin::,ER
39241	Il1
W1KSA9	EPR5242
336159	OPTN
8915	BCL10
Q9ES52	Ter119::,FcγRIIB
P47794	Ccne1
309945	ARRDC3
A0A0B5JPZ7	NTN1
P0CG48|P62987|P0CG47|P62979	ubiquitin::,Ubiquitin
854627	Cox3
P53867	Atg4
P37230	epsin::,Atro::,SENP3::,PPAR-alpha::,Terc::,Bmp6::,NAT10::,CD31::,pep4::,PPAR-α::,PPARa
2068	subunits D::,subunit D::,D subunits
A2A863	A6
A0A286S9W0	COXI
P17047	lamp2a::,lamp2::,lamp2s::,aut2::,apg16::,npc1::,Calbindin::,p19::,LAMP‐2A::,mL2A::,ATG1α::,Lamp2::,Tsg101::,Lamp-2::,bec-1::,Dcp-1::,α-COP::,LAMP2::,TIGAR::,p40phox::,ScAtg8::,Nix::,DHR3::,cholera toxin subunit B::,Mtb antigen::,Mmi1::,atp10::,JNK1::,inlK::,RagD::,α-hemolysin::,LAMP2a::,Ret::,Tom1::,VDR::,Sph1::,LAMP-2::,LAMP-2A::,4E−BP1::,LC3A::,Epg5::,LAMP-2B::,Ubqln4::,atg30::,Atg11::,miR-212::,nsP3::,gba::,Mfn::,PlcA::,Atg16l1::,MIC3::,DAPK1::,SQSTM1::,MURF2::,AFG::,bcy1::,TDP43::,SPR-4::,Lamp2a::,Lamp2b::,LAMP2A::,Clb2::,SAS-6::,SPBP8B7.08c::,cay1::,Ctns::,LAMP2B::,Mgat3::,KSHV‐TK::,Noc::,noc::,Dmef2::,Rag2::,Mms2::,USP21::,F4/80::,NOD2::,Insr::,PrP::,ago6::,Terc::,p63::,PTB::,VWA5A::,CDC50A::,STELLA::,Prmt5::,mannosidase II::,poly-Ub::,SOD1::,COLVII::,granzyme::,Ccno::,CEP164::,Car::,NCOA5::,GCN4::,miR-210::,Asm::,SKAP55::,phosphofructokinase::,TTN::,Coq9::,Snc1::,miR-511::,Sgk::,CRAF::,CD68::,Iba1::,LXRα::,4E-BP1::,Vegfd::,Vegfc::,VEGF-C::,AREG::,IgG2a::,Mapt::,UnaG::,CD11c::,IAb::,Ang-2::,CCM1::,Claudin5::,CHK1::,PUMILIO2::,PUMILIO1::,Tie2::,CD11b::,Cd22::,PP1::,Dyn1::,MCOLN1::,YAP::,OTUB1::,Caspase 3::,VEGF-A::,NLRP3::,PCAF::,chm::,MKKK7::,snR81::,Stat3::,γH2A.X::,MARK4::,TrkB::,MCU::,ChAT::,NB-3::,Tuj1::,Munc18-1::,p150::,RILP::,plasminogen::,Pli::,uPAR::,Ams1::,EGOT::,Pgc1::,Pou2af1::,Beclin-1::,Tbk1::,SOX9::,Effete::,LUBEL::,CERK1::,igfbp1a::,NTR::,GALC::,Gpr124::,Stag3::,UBQLN4::,RBM15::,Sept2::,CCNA::,chs5::,GASZ::,BSA::,PALB2::,fft2::,HORMAD1::,Engrailed::,Prox1a::,CD4::,HIF1α::,c-Jun::,Fnip2::,Cdk1::,AP::,Brca1::,GM-CSF::,Mcm2::,BACE1::,Act::,CD206::,MOG::,syntaxin-17::,MYD88::,Il-6::,CCR2::,Clpp::,β5i::,β5::,LLO
16452	Jak2
A2AU90	Trp53bp1
5477451	Xba
Q9FF29	MxA::,PR5
P38606	ATP6
P01137|P61812|P10600	daf-15::,bec-1::,Buffy::,SENP2::,MPR::,hVps15::,Red1::,SUMO::,Npr1::,MVP::,BCN1::,RM45::,SNT‐1::,Atg36::,Epg5::,Atg32::,α-MHC::,WIPI-1::,Ambra1::,CHK-1::,PlcA::,Dcp-1::,spns1::,NCOA4::,CRH::,GRI::,PRK4::,MC9::,RBM14::,NompA::,CLCb::,httQ74::,Ctns::,PR-SET7::,Spo0J::,Dmef2::,THEMIS::,Yip1A::,BTK::,Insr::,PrP::,Pkm2::,APC::,ATP8A1::,STAT1::,CD11b::,CoQ9::,Coq9::,ypt1-1::,Npc2::,Iba1::,CD45R::,periostin::,KLHL3::,p48::,IgG2a::,CD56::,clr4::,pol-III::,gephyrin::,Pep1::,Ang-2::,Bmp6::,ral::,TRA98::,H3b::,miR-10b::,VEGF-A::,Mdm2::,MKKK7::,snR81::,Axin2::,Yap1::,MAP-2::,mdi::,Vtn::,NB-3::,cytochrome b2::,Munc18-1::,mGluR2::,NEMO::,Nemo::,GADD45β::,FABP1::,α11.2::,SPOP::,TANK::,TGFβ::,TGF::,FGFR1::,ypt7::,α-smooth muscle actin::,CD28::,miR-122::,CXCR5::,PKCB::,STX3::,MAPKKK5::,igfbp1a::,pdx1::,ins::,Hcfc2::,Tis21::,UBQLN4::,PTPIP51::,Sec7::,CHS6::,NRF1::,B220::,Shp2::,TGFβ1::,CXCL10::,miR-21::,cGAS::,UbcH7::,Tnf::,dmDis3l2::,Mtmr2::,CD45::,YAP::,Sec23::,NMHCIIA::,HUWE1::,let-7a
P32891	Dld1
F4IHY7	Ptac
436831	SLC25A46
P24468	COUP-TFII
1261073	T7 RNAP
403103	Cyp1a1
7350	Ucp1::,UCP1
2543387	Mcl1::,MCL1
177343	skn-1
853962	OMA1::,Oma1
P0DMS9	i1 W
1261050	T7 RNAP
7184	Gp96
529670	Lama4
Q9Y4E8	USP15
3753	JLNS::,LQT2
44392	APG12::,DR3::,EEA1::,Aβ::,SipB::,SH-EP::,daf-16::,TRAIL::,RagD::,MTM1::,NAF‐1::,atrogin‐1::,MCL‐1::,ft::,PELP1::,JNK1::,rictor::,Zwint‐1::,ATG16L1::,PlcA::,Fzd6::,spns1::,hgrs‐1::,mtm‐3::,scgn::,Inn1::,KSHV‐TK::,DTS::,Dusp5::,Actinin::,Yip1A::,miR‐290::,Terc::,Rag1::,CCR9::,LIF::,ISCU::,SQSTM1::,TH::,pep4::,MEK1::,Mac2::,Npc2::,Glut1::,Elastase2a::,p48::,VEGF-C::,Rpp30::,Claudin5::,ral::,PUMILIO1::,ER::,CD22::,Cd22::,clathrin light chain::,VEGF-A::,LukE::,HlgA::,Ucp1::,PRP5::,pus1::,Stat3::,TrkB::,HK2::,munc18-1::,MALAT1::,WRNIP1::,uPA::,TIM23::,MT1-MMP::,CD127::,CD63::,Rab1a::,ICOS::,USP19::,ErbB4::,dCYLD::,Mettl22::,HIF-1::,CARD14::,Stag3::,ETO::,Chs3::,Chs5::,fft3::,Asf1A::,miR-10b::,CaMKIIα::,CD4::,miR-21::,c-Myc::,c-Jun::,TAZ::,NURR1::,Mdm12::,β6
Q62634	Vglut3::,VGlut1
21926	npc1::,TNF-α::,daf-16::,TNF::,pRb::,IRGM::,Red1::,Hla::,CYP27B1::,CD16::,PSA::,SH3PX1::,Uba1::,caspase 3::,GEMIN4::,TRAIL::,Aldh5a1::,Atg19::,Fas::,Dmef2::,TNFa::,Dgcr8::,Snq2::,Thsb1::,Tnfa::,Siglec‐14::,Rpp30::,T2::,PTPRN2::,SMAD1::,TET1::,Mic60::,Ly6G::,Ucp1::,Tnf::,WRNIP1::,NTR::,SYCE1::,Tnf1::,p27::,TNFα::,F4/80::,Tnf-α::,Gata6::,Tnfα::,TNFSF2::,TNFA
P21414	Ape1p
Q9QUH0	NS5A::,Grx1::,gTbr2::,UbcH7
7027	DP1
24961052	tssM::,TssM
Q75R65	Jak2
Q86JM7	AX p
34713734	Grh1::,grh1
100301940	Mst2::,MST2
54209	TREM2::,sTREM2::,Trem2
304407	Cldn4::,CLDN4::,Claudin 4
P20936|Q15283|Q14644	Ras::,Sqa::,FEZ1::,LC3A::,gba::,RAS::,trigger factor::,VPS35::,ERα::,USP19::,miR-10b::,IκBα
Q9HZ76	PRS::,oxo
P10909	Vps24::,LGG-1::,Ref(2)P::,RagB::,p38IP::,FYCO1::,eis::,ATPase::,Cki1::,WAC::,α-hemolysin::,Ptch2::,PSA::,PAT4::,Atg30::,PlcA::,Phm8::,phm8::,invG::,Atg16L2::,ERdj3::,scgn::,UPF2::,IBA-1::,F4/80::,NTR1::,FKF1::,DTS::,Dmef2::,GC‐G::,c‐Fos::,USP30::,WIPI1::,Hsp42::,caspase-8::,spr-5::,Ccno::,miR-203::,ZEB1::,Nurr1::,Sec61::,LAMP-1::,miR-511::,CHK1::,LXRα::,adh1::,SHP‐1::,NF-B::,GIRK2::,ERK5::,CD19::,Dyn1::,PPP3CA::,CASP1::,gTbr2::,HlgA::,MKKK7::,Yap1::,miR-515-5p::,RNASEH2B::,munc18-1::,β-dystroglycan::,α11.2::,CLU::,Pou2af1::,ODF2::,ATP7A::,CYLD::,PLZF::,pep4::,Aco1::,Shp2::,CXCR2::,Gal4::,VEGF-A::,c-Myc
444528	H2A
O08547	Sec22b
Q08554	dsc1::,Dsc1
2777610	D14-
Q9BXP8	β2i::,CG9485::,ManII::,PAPP-A2::,Fus::,eNOS::,CYLD::,α-syn::,MYD88
171075	CD23
32471	pC13S
P49069	CAML
Q9JI91	ACTN2
O75116	ROCK2
P98082	dab2
396466	NGF
29991867	bayanus
7431	vimentin::,VIM::,Vimentin::,Vim
Q9JJ40	Ptgir
Q9NX63	CHCHD3::,MIC19
79689	API::,npc1::,Atg4A::,fem-1::,Jumpy::,IRGM::,JNK1::,SIRT1::,mmi1::,DNase I::,npr2::,BI‐1::,ASC::,WAC::,α-hemolysin::,MCUR1::,sgk1::,TMEM59::,Atg16L1::,Ripk2::,miR-212::,NDUFS4::,SH3PX1::,Atg2::,DICER::,miR-16::,ATG9L1::,GM130::,WIPI‐2::,V90D::,Dcp-1::,Comp V β::,WIPI2b::,RE1::,CTSD::,CALM::,Dendra-tau::,CD45.1::,Myo1::,centrin-2::,dlrrk::,BACE1::,AgRP::,PR-SET7::,KSHV‐TK::,DTS::,Dmef2::,CD69::,Hspb1::,NFATc2::,STAMP2::,Dgcr8::,miR‐290::,TCF12::,Tfn::,ATP8A1::,PRMT5::,SOD1::,LXR::,miR-210::,CPT1A::,desmin::,Coq9::,pep4::,Kar2::,TNF::,HI0628::,Kcnq1::,Pgk1::,MEK1::,PVALB::,IgG2a::,YAP::,AREG::,Unc93b1::,Rpp30::,CFL1::,F4/80::,KLF4::,swi6::,SLFN11::,CD4::,OTUB1::,vinculin::,gTbr2::,chm::,PRP5::,TLR6::,ELF3::,FoxM1::,IFT80::,LIF::,miR-515-5p::,Rnaseh2b::,DDK::,Mcm4::,MCU::,RanGAP::,RanBP2::,eIF4A::,CHL1::,Fbxl17::,giantin::,RILP::,α11.2::,SMCR8::,Cdc25C::,uPA::,VN::,a2AP::,VPS39::,Fstl1::,eIF-2a::,TBK1::,cycb1;4::,DIS3L2::,MAPKKK5::,ATM::,Deup1::,IDH2::,Bach1::,Fft2::,fft2::,PTEN::,EGF::,Scl::,Gata1::,OCT4::,c-kit::,Tnf::,Cyclin B1::,VEGF-A::,Trp53::,Bcl2::,TRAIL::,Pex13::,IL-1β::,γ-tubulin::,Clpp::,Mdm12::,Apc::,Huwe1::,Lysozyme::,p65
Q9JK66	Apg16p::,Parkin::,parkin::,dBruce::,LC3A::,epg-7::,Ubqln4::,PARKIN::,gba::,ERT2::,spns1::,IL-33::,LRP6::,p63::,angiotensin II::,OTUB1::,GSDMD::,METTL22::,Gli1::,TH
P61149	FGF1
Q6TL19	Eis::,d::,ATG16L1::,atg19::,phm8::,bec‐1::,Ctns::,IL-33::,GC‐G::,UBE2N::,Sec24D::,Coq9::,PLCβ1::,CASP1::,Dvl::,Sca1::,DIS3L2::,MKK4::,PALB2::,INPP5E::,c-Jun::,PEX13
16180	IL1RAP
K9USA2	SQR::,Sqr
20238	Sca1::,SCA1
Q02YY8	LacR
563467	Vglut3
362110	CDK9
96610	IGLV
405852	2ab
573707	Mpc3::,mpc3::,MPC3
Q62639	Rheb::,RheB
938211	GlpG
25272	Jnk3
P19970	FRQ::,WC-1::,WC-2
